734	269011	510
735	269745	510
736	270480	510
737	271216	510
738	271953	510
739	272691	510
740	273430	510
741	274170	510
742	274911	510
743	275653	510
744	276396	510
745	277140	510
746	277885	510
747	278631	510
748	279378	510
749	280126	510
750	280875	510
751	281625	510
752	282376	510
753	283128	510
754	283881	510
755	284635	510
756	285390	510
757	286146	510
758	286903	510
759	287661	510
760	288420	510
761	289180	510
762	289941	510
763	290703	510
764	291466	510
765	292230	510
766	292995	510
767	293761	510
768	294528	510
769	295296	512
770	296065	514
771	296835	516
772	297606	518
773	298378	520
774	299151	522
775	299925	524
776	300700	526
777	301476	528
778	302253	530
779	303031	532
780	303810	534
781	304590	536
782	305371	538
783	306153	540
100	4950	70
100	4950	70
100	4950	70
100	4950	70
